inn,normalized_inn,mfds_item_seq,mfds_item_name,mfds_company,mfds_date,mfds_is_new_drug,mfds_is_prescription,ema_brand_name,ema_date,ema_is_orphan,ema_is_prime,ema_is_conditional,ema_is_accelerated,ema_therapeutic_area,ema_atc_code,days_ema_to_mfds,mfds_before_ema,atc_level1,atc_level2,ema_year,ema_month
Amikacin Sulfate,amikacin,199400631,아주아미카신황산염주사250밀리그람,아주약품(주),1994-03-18,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-9720,True,J,J01,2020,10
Amikacin Sulfate,amikacin,199400632,아주아미카신황산염주사500밀리그람,아주약품(주),1994-03-18,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-9720,True,J,J01,2020,10
Tobramycin,tobramycin,199400800,토라신점안액(토브라마이신),삼천당제약(주),1994-08-26,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-6172,True,J,J01,2011,7
Dexamethasone,dexamethasone,199401023,삼남덱사메타손정,삼남제약(주),1994-05-21,False,True,Ozurdex,2010-07-26,False,False,False,False,Macular Edema;Uveitis,S01BA01,-5910,True,S,S01,2010,7
Amikacin Sulfate,amikacin,199401101,마카린주사액250mg(아미카신황산염),(주)한국파마,1994-09-07,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-9547,True,J,J01,2020,10
Naloxone Hydrochloride,naloxone,199401454,비씨날록손염산염주사2밀리그램,(주)비씨월드제약,1994-04-23,False,True,Nyxoid,2017-11-09,False,False,False,False,Opiate Overdose,V03AB15,-8601,True,V,V03,2017,11
Budesonide,budesonide,199402213,데소나비액(부데소니드),한림제약(주),1994-10-14,False,True,Jorveza,2018-01-08,True,False,False,True,Esophageal Diseases,A07EA06,-8487,True,A,A07,2018,1
Tobramycin,tobramycin,199402224,오클점안액(토브라마이신),한림제약(주),1994-03-23,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-6328,True,J,J01,2011,7
Ibuprofen,ibuprofen,199402354,코러스이부프로펜캡슐(수출용),한국코러스(주),1994-09-30,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-3589,True,C,C01,2004,7
Ketoconazole,ketoconazole,199402360,코러스케토코나졸정(수출용),한국코러스(주),1994-10-01,False,True,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-7353,True,J,J02,2014,11
Enalapril Maleate,enalapril,199402362,레프릴정10밀리그람(에날라프릴말레산염)(수출용),한국코러스(주),1994-10-01,False,True,Aqumeldi,2023-11-15,False,False,False,False,Heart Failure,C09AA02,-10637,True,C,C09,2023,11
Spironolactone,spironolactone,199402364,코러스스피로노락톤정(수출용),한국코러스(주),1994-10-01,False,True,Spironolactone Ceva,2007-06-20,False,False,False,False,,QC03DA01,-4645,True,Q,QC0,2007,6
Tobramycin,tobramycin,199402384,토바신점안액(토브라마이신)(수출명:유니토바점안액)(군납명: 토브라마이신안용액(0.3% 5ml)),유니메드제약(주),1994-03-18,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-6333,True,J,J01,2011,7
Oxygen,oxygen,199402459,대동산소의료용산소,(주)대동가스텍,1994-02-02,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,-4704,True,Q,QV0,2006,12
Oxygen,oxygen,199403013,한국에스이엠의료용산소,한국에스이엠(주),1994-06-04,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,-4582,True,Q,QV0,2006,12
Bupivacaine Hydrochloride Hydrate,bupivacaine,199403232,마케인헤비주사20mg(부피바카인염산염수화물),타나베파마코리아주식회사,1994-04-26,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-9701,True,N,N01,2020,11
Budesonide Micronized,budesonide,199403233,풀미코트레스퓰분무용현탁액0.5mg/2ml(부데소니드(미분화)),한국아스트라제네카(주),1994-06-15,False,True,Jorveza,2018-01-08,True,False,False,True,Esophageal Diseases,A07EA06,-8608,True,A,A07,2018,1
Dexamethasone,dexamethasone,199403242,맥시덱스점안액(덱사메타손),한국노바티스(주),1994-05-20,False,True,Ozurdex,2010-07-26,False,False,False,False,Macular Edema;Uveitis,S01BA01,-5911,True,S,S01,2010,7
Atropine Sulfate Hydrate,atropine,199403253,알콘아트로핀황산염1%점안제(아트로핀황산염수화물),한국알콘(주),1995-02-24,False,True,Ryjunea,2025-06-02,False,False,False,False,Myopia,S01FA01,-11056,True,S,S01,2025,6
Dexamethasone,dexamethasone,199403258,맥시덱스안연고(덱사메타손),한국노바티스(주),1994-06-29,False,True,Ozurdex,2010-07-26,False,False,False,False,Macular Edema;Uveitis,S01BA01,-5871,True,S,S01,2010,7
Bupivacaine Hydrochloride Hydrate,bupivacaine,199500498,부브카주(부피바카인염산염)(수출용),(주)제일제약,1995-04-08,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-9354,True,N,N01,2020,11
Ketoconazole,ketoconazole,199501118,키노랄액(케토코나졸),경남제약(주),1995-11-04,False,False,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-6954,True,J,J02,2014,11
Ibuprofen,ibuprofen,199501694,이바펜400밀리그람정(이부프로펜),하이플생명과학(주),1995-07-19,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-3297,True,C,C01,2004,7
Ibuprofen,ibuprofen,199501735,넬슨이부프로펜정200밀리그램(이부프로펜),한국넬슨제약(주),1995-10-06,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-3218,True,C,C01,2004,7
Ibuprofen,ibuprofen,199501736,넬슨이부프로펜정400밀리그램(이부프로펜),한국넬슨제약(주),1995-10-06,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-3218,True,C,C01,2004,7
Doxycycline Hydrate,doxycycline,199502147,영풍독시사이클린정100밀리그램,영풍제약(주),1995-10-20,False,True,Doxirobe,1999-09-16,False,False,False,False,,QJ01AA02,-1427,True,Q,QJ0,1999,9
Enalapril Maleate,enalapril,199502167,엘포날정10밀리그램(에날라프릴말레산염),영풍제약(주),1995-08-07,False,True,Aqumeldi,2023-11-15,False,False,False,False,Heart Failure,C09AA02,-10327,True,C,C09,2023,11
Bupivacaine Hydrochloride Hydrate,bupivacaine,199502333,휴온스부피바카인염산염주사(수출명:KORICAININJ.)(수출용),(주)휴온스,1995-10-06,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-9173,True,N,N01,2020,11
Bupivacaine Hydrochloride Hydrate,bupivacaine,199502376,명문염산부피바카인주0.25%,명문제약(주),1995-07-14,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-9257,True,N,N01,2020,11
Bupivacaine Hydrochloride Hydrate,bupivacaine,199502380,명문염산부피바카인헤비주사0.5%(수출명: ALCAINE(Bupivacaine·HCl Heavy Inj 0.5%),명문제약(주),1995-12-13,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-9105,True,N,N01,2020,11
Ibuprofen,ibuprofen,199502575,삼익이부프로펜정,삼익제약(주),1995-02-14,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-3452,True,C,C01,2004,7
Budesonide Micronized,budesonide,199504245,엔토코트(부데소니드(미분화)),(주)대웅제약,1995-04-25,False,True,Jorveza,2018-01-08,True,False,False,True,Esophageal Diseases,A07EA06,-8294,True,A,A07,2018,1
Tobramycin,tobramycin,199504341,오큐라신안연고(토브라마이신),삼일제약(주),1995-09-19,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-5783,True,J,J01,2011,7
Naloxone Hydrochloride,naloxone,199600225,이연날록손염산염주0.1%,이연제약(주),1996-04-01,False,True,Nyxoid,2017-11-09,False,False,False,False,Opiate Overdose,V03AB15,-7892,True,V,V03,2017,11
Bupivacaine Hydrochloride Hydrate,bupivacaine,199600226,이연부피바카인염산염일수화물덱스트로스주0.5%,이연제약(주),1996-10-07,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-8806,True,N,N01,2020,11
Ketoconazole,ketoconazole,199600829,비가졸액(케토코나졸),동성제약(주),1996-09-23,False,False,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-6630,True,J,J02,2014,11
Budesonide,budesonide,199600908,나리타점비액(부데소니드),삼천당제약(주),1996-09-24,False,True,Jorveza,2018-01-08,True,False,False,True,Esophageal Diseases,A07EA06,-7776,True,A,A07,2018,1
Doxycycline Hydrate,doxycycline,199602155,"신일모노독시엠캡슐
(독시사이클린수화물)",신일제약(주),1996-08-22,False,True,Doxirobe,1999-09-16,False,False,False,False,,QJ01AA02,-1120,True,Q,QJ0,1999,9
Ketoconazole,ketoconazole,199602425,케스나졸크림(케토코나졸),알파제약(주),1996-04-06,False,False,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-6800,True,J,J02,2014,11
Ibuprofen,ibuprofen,199602438,조아이부프로펜400밀리그람정(수출용),조아제약(주),1996-07-06,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-2944,True,C,C01,2004,7
Dexamethasone,dexamethasone,199602981,유한덱사메타손정,(주)유한양행,1996-04-01,False,True,Ozurdex,2010-07-26,False,False,False,False,Macular Edema;Uveitis,S01BA01,-5229,True,S,S01,2010,7
Ketoconazole,ketoconazole,199603348,카코나정(케토코나졸)[수출명 : 케토코나졸정](수출용),대한뉴팜(주),1996-08-30,False,True,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-6654,True,J,J02,2014,11
Oxygen,oxygen,199604359,한국특수가스의료용산소,한국특수가스(주),1996-05-16,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,-3870,True,Q,QV0,2006,12
Paclitaxel,paclitaxel,199604958,탁솔주(파클리탁셀),(주)보령,1996-07-24,False,True,Paxene,1999-07-19,False,False,False,False,"Sarcoma, Kaposi;Carcinoma, Non-Small-Cell Lung;Ovarian Neoplasms;Breast Neoplasms",L01CD01,-1090,True,L,L01,1999,7
Doxycycline Hydrate,doxycycline,199605129,도크린정(독시사이클린)(수출용),대한뉴팜(주),1996-08-01,False,True,Doxirobe,1999-09-16,False,False,False,False,,QJ01AA02,-1141,True,Q,QJ0,1999,9
Ibuprofen,ibuprofen,199701416,리도펜연질캡슐(이부프로펜),(주)메디카코리아,1997-11-03,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-2459,True,C,C01,2004,7
Spironolactone,spironolactone,199701668,스피락톤정50mg(스피로노락톤),대원제약(주),1997-03-12,False,True,Spironolactone Ceva,2007-06-20,False,False,False,False,,QC03DA01,-3752,True,Q,QC0,2007,6
Ketoconazole,ketoconazole,199702130,니트나졸크림(케토코나졸),한국넬슨제약(주),1997-01-10,False,False,Ketoconazole Esteve (previously Ketoconazole HRA),2014-11-18,False,False,False,True,Cushing Syndrome,J02AB02,-6521,True,J,J02,2014,11
Bupivacaine Hydrochloride Hydrate,bupivacaine,199702355,하나부피바카인염산염주0.5%,하나제약(주),1997-02-26,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-8664,True,N,N01,2020,11
Bupivacaine Hydrochloride Hydrate,bupivacaine,199702357,하나부피바카인염산염헤비주사0.5%,하나제약(주),1997-02-26,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-8664,True,N,N01,2020,11
Dopamine Hydrochloride,dopamine,199702367,도파신주사(도파민염산염)(수출명:하나도파민주사),하나제약(주),1997-02-26,False,True,Neoatricon,2024-05-27,False,False,False,False,Hypotension,C01CA04,-9952,True,C,C01,2024,5
Naloxone Hydrochloride,naloxone,199702376,날손주(날록손염산염),하나제약(주),1997-03-11,False,True,Nyxoid,2017-11-09,False,False,False,False,Opiate Overdose,V03AB15,-7548,True,V,V03,2017,11
Spironolactone,spironolactone,199703370,코러스스피로노락톤정25밀리그램(수출용),한국코러스(주),1997-08-04,False,True,Spironolactone Ceva,2007-06-20,False,False,False,False,,QC03DA01,-3607,True,Q,QC0,2007,6
Mexiletine Hydrochloride,mexiletine,199703371,멕실캡슐(멕실레틴염산염)(수출용),한국코러스(주),1997-08-04,False,True,Namuscla,2018-12-18,True,False,False,False,Myotonic Disorders,C01BB02,-7806,True,C,C01,2018,12
Enalapril Maleate,enalapril,199703561,데번프릴정5밀리그람(말레인산에날라프릴)(수출용),한국프라임제약(주),1997-03-25,False,True,Aqumeldi,2023-11-15,False,False,False,False,Heart Failure,C09AA02,-9731,True,C,C09,2023,11
Cladribine,cladribine,199704348,류스타틴주사액(클라드리빈),지피테라퓨틱스코리아주식회사,1997-02-03,False,True,Litak,2004-04-14,False,False,False,False,"Leukemia, Hairy Cell",L01BB04,-2627,True,L,L01,2004,4
Tobramycin,tobramycin,199704517,토브렉스0.3%점안액(토브라마이신),한국노바티스(주),1997-06-11,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-5152,True,J,J01,2011,7
Levofloxacin Hydrate,levofloxacin,199800454,레보카신정(레보플록사신수화물),국제약품(주),1998-10-13,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-6007,True,J,J01,2015,3
Levofloxacin,levofloxacin,199800676,크라비트주(레보플록사신),제일약품(주),1998-09-30,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-6020,True,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,199800903,"레사신정(레보플록사신수화물)(수출명:LESACIN,LENTACIN)",(주)일화,1998-04-21,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-6182,True,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,199801012,레보탐정(레보플록사신),에스에스팜(주),1998-09-26,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-6024,True,J,J01,2015,3
Vigabatrin,vigabatrin,199801023,사브릴정500밀리그램(비가바트린),(주)한독,1998-06-11,False,True,Kigabeq,2018-09-20,False,False,False,False,"Spasms, Infantile;Epilepsies, Partial",N03AG04,-7406,True,N,N03,2018,9
Levofloxacin Hydrate,levofloxacin,199801068,레보스타정(레보플록사신),삼천당제약(주),1998-12-15,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5944,True,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,199801473,레브록신정(레보플록사신수화물),(주)한국파마,1998-10-17,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-6003,True,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,199801522,원플록신정(레보플록사신수화물),대원제약(주),1998-12-08,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5951,True,J,J01,2015,3
Paclitaxel,paclitaxel,199801795,한신파클리탁셀주(수출용),(주)한국신약,1998-11-25,False,True,Paxene,1999-07-19,False,False,False,False,"Sarcoma, Kaposi;Carcinoma, Non-Small-Cell Lung;Ovarian Neoplasms;Breast Neoplasms",L01CD01,-236,True,L,L01,1999,7
Levofloxacin Hydrate,levofloxacin,199801901,카바스타정(레보플록사신수화물),대화제약(주),1998-12-09,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5950,True,J,J01,2015,3
Enalapril Maleate,enalapril,199803677,바소텍정20mg(말레인산에날라프릴)(수출용),유니메드제약(주),1998-09-18,False,True,Aqumeldi,2023-11-15,False,False,False,False,Heart Failure,C09AA02,-9189,True,C,C09,2023,11
Levofloxacin,levofloxacin,199803884,레비신정100mg(레보플록사신) ,대한뉴팜(주),1998-11-20,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5969,True,J,J01,2015,3
Paclitaxel,paclitaxel,199803971,제넥솔주(파클리탁셀),(주)삼양바이오팜,1998-12-11,False,True,Paxene,1999-07-19,False,False,False,False,"Sarcoma, Kaposi;Carcinoma, Non-Small-Cell Lung;Ovarian Neoplasms;Breast Neoplasms",L01CD01,-220,True,L,L01,1999,7
Ibuprofen,ibuprofen,199804309,알로판400mg정(이부프로펜),(주)넥스팜코리아,1998-04-03,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-2308,True,C,C01,2004,7
Oxygen,oxygen,199805560,삼성산소(주)의료용산소,삼성산소(주),2006-11-08,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,-42,True,Q,QV0,2006,12
Oxygen,oxygen,199805562,중앙의료용산소,중앙산업가스(주),1998-11-25,False,True,Medicinal Oxygen Air Liquide Sante,2006-12-20,False,False,False,False,,QV03AN01,-2947,True,Q,QV0,2006,12
Ganciclovir,ganciclovir,199806330,버간점안겔(간시클로버),삼일제약(주),1998-08-25,False,True,Vitrasert Implant,1997-03-18,False,False,False,False,Cytomegalovirus Retinitis;HIV Infections,J05AB06,525,False,J,J05,1997,3
Doxorubicin Hydrochloride,doxorubicin,199806569,"케릭스주사(리포좀화한독소루비신염산염)
",밴티브코리아주식회사 ,1998-10-12,False,True,Caelyx pegylated liposomal,1996-06-20,False,False,False,False,"Sarcoma, Kaposi;Multiple Myeloma;Ovarian Neoplasms;Breast Neoplasms",L01DB,844,False,L,L01,1996,6
Levofloxacin Hydrate,levofloxacin,199806978,레폭신정(레보플록사신수화물),경동제약(주),1998-11-03,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5986,True,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,199900121,레펙신정(레보플록사신수화물),동광제약(주),1999-05-08,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-5800,True,J,J01,2015,3
Tobramycin Sulfate,tobramycin,199900195,중외토브라마이신황산염프리믹스주,제이더블유중외제약(주),1999-06-03,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-4430,True,J,J01,2011,7
