inn,normalized_inn,fda_date,fda_brand_name,fda_sponsor,mfds_date,mfds_item_name,mfds_company,days_fda_to_mfds,mfds_before_fda
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1991-08-12,"조이렉스주사액(아시클로버)(수출명:RaxcloInj.250mg/10mL,HerpexInj.250mg/10mL)",한국유나이티드제약(주),-6563,True
Fluorouracil,fluorouracil,2013-12-12,FLUOROURACIL,EXTROVIS,1991-07-30,유토랄주(플루오로우라실),한국유나이티드제약(주),-8171,True
Dobutamine Hydrochloride,dobutamine,2003-07-24,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE,BAXTER HLTHCARE,1991-09-18,도부란주(도부타민염산염),한국유나이티드제약(주),-4327,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1991-05-09,고려아시클로버크림(아시클로버)(수출명:바이락스크림(VIRAXCream)이노바이락스5%크림(INNOVIRAX5%Cream),고려제약(주),-6658,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1991-10-05,바이락스정(아시클로버)[수출명:이노바이락스정200mg(InnoVIRAX200mgTablet)],고려제약(주),-6509,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1991-03-18,에크로바크림(아시클로버),경동제약(주),-6710,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,1991-05-25,다이야펜정400밀리그램(이부프로펜),미래바이오제약(주),-3160,True
Doxylamine Succinate,doxylamine succinate,2022-02-23,BONJESTA,DUCHESNAY,1991-05-09,포린피아정(독시라민숙신산염),(주)한국파비스제약,-11248,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1991-08-26,푸로포신정250밀리그램(시프로플록사신염산염수화물),영풍제약(주),-3672,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,1991-08-28,하원이부프로펜정400mg,(주)하원제약,-3065,True
Potassium Chloride,chloride,1981-02-23,SODIUM CHLORIDE,BAXTER HLTHCARE,1991-01-23,휴온스염화칼륨40주사액,(주)휴온스,3621,False
Lidocaine,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,1991-05-01,사노바스프레이(리도카인)(수출명:노보틱스스프레이(NOVOTIXSpray)),명문제약(주),-8552,True
Carbamazepine,carbamazepine,2002-02-21,CARBATROL,TAKEDA PHARMS USA,1991-06-15,카르마인씨알정(카르바마제핀),명문제약(주),-3904,True
Digoxin,digoxin,1954-11-16,LANOXIN,COVIS,1991-10-22,카데프엘릭서(디곡신),한림제약(주),13489,False
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1992-08-20,코러스아세트아미노펜정300밀리그램(수출용),한국코러스(주),-10053,True
Praziquantel,praziquantel,1983-05-11,BILTRICIDE,BAYER HLTHCARE,1992-04-07,디스토시드정200밀리그람(프라지퀀텔)프라지퀀텔정(수출용),신풍제약(주),3254,False
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,1992-09-25,반코트린주(반코마이신염산염),(주)에이프로젠바이오로직스,-10353,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-10-27,키포신정(시프로플록사신염산염수화물),국제약품(주),-3244,True
Digoxin,digoxin,1954-11-16,LANOXIN,COVIS,1992-01-08,제일제약디곡신주사액(수출용),(주)제일제약,13567,False
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-05-15,삼천당아시클로버정(수출명:베록스정),삼천당제약(주),-6286,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-01-28,씨크로정(아시클로버),(주)비보존제약,-6394,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-01-28,씨크로크림(아시클로버),(주)비보존제약,-6394,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-10-30,씨록신정250밀리그램(시프로플록사신염산염수화물),진양제약(주),-3241,True
Lidocaine Hydrochloride Hydrate,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,1992-06-09,삼진리도카인염산염수화물0.5%주사[수출명: Lincain 0.5% Injection],삼진제약(주),-8147,True
Ciprofloxacin,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-04-08,"씨록주사2mg/ml(시프로플록사신)(수출명:CyrocinInj.2mg/ml,CipicinInj.2mg/ml)",한국유나이티드제약(주),-3446,True
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,1992-12-28,"한국유나이티드 염산반코마이신주(수출명:Vancozine for Inj., Vanco-CP for Inj., Vansafe-CP for Inj., Vancomet for Inj.500mg)",한국유나이티드제약(주),-10259,True
Cefoxitin Sodium,cefoxitin,2013-06-05,CEFOXITIN AND DEXTROSE,B BRAUN,1992-12-28,한국유나이티드세폭시틴나트륨주(수출용),한국유나이티드제약(주),-7464,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-11-16,바이놀크림(아시클로버),부광약품(주),-6101,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-07-13,팜젠아시클로버연고(수출명:파시버연고),(주)팜젠사이언스,-6227,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-02-11,신일시프로플록사신염산염수화물정,신일제약(주),-3503,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-06-13,신일아시클로버크림(수출명:PytumeCream),신일제약(주),-6257,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1992-03-27,신일아시클로버정(아시클로버),신일제약(주),-6335,True
Cyclosporine,cyclosporine,2003-02-14,SANDIMMUNE,NOVARTIS,1992-06-24,임프란타연질캡슐25밀리그램(사이클로스포린),한미약품(주),-3887,True
Cyclosporine,cyclosporine,2003-02-14,SANDIMMUNE,NOVARTIS,1992-06-24,임프란타연질캡슐100밀리그램(사이클로스포린),한미약품(주),-3887,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-05-18,프로딘정250mg(시프로플록사신염산염수화물),(주)씨엠지제약,-3406,True
Ciprofloxacin Hydrochloride,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-05-18,"프로딘정500밀리그람(염산시프로플록사신)(수출용)(수출명:프로플록스정,씨피케이시프로플록사신500,유플록스정)",(주)씨엠지제약,-3406,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-04-04,싸이스펙정500밀리그람(시프로플록사신염산염수화물)(수출용),케이엠에스제약(주),-3450,True
Ciprofloxacin Hydrochloride,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-04-04,싸이스펙정250밀리그램(시프로플록사신염산염),케이엠에스제약(주),-3450,True
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,1992-06-13,유영반코마이신염산염주,(주)유영제약,-10457,True
Nitrogen,nitrogen,2013-07-23,NITROGEN,ASPEN AIR,1992-04-23,단일의료용질소,단일시스켐(주),-7761,True
Prednisolone Acetate,prednisolone acetate,2002-12-04,PREDNISOLONE ACETATE,SANDOZ,1992-05-25,옵타란점안액(프레드니솔론아세테이트)(수출용),유니메드제약(주),-3845,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1992-11-17,참염산시프로플록사신정,유니메드제약(주),-3223,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,1992-01-10,대창의료용산소,(주)대창가스,-7865,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,1992-02-24,나주의료용산소,나주신일가스주식회사,-7820,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,1992-05-15,광주대창의료용산소,대창가스공업사,-7739,True
Azathioprine,azathioprine,1992-04-28,IMURAN,LEGACY PHARMA,1992-09-25,이뮤란정(아자티오프린),삼일제약(주),150,False
Desoximetasone,desoximetasone,2012-12-07,DESOXIMETASONE,TARO,1992-01-09,데타손로션0.25%(데속시메타손),동성제약(주),-7638,True
Bupivacaine Hydrochloride Hydrate,bupivacaine,2015-07-10,SENSORCAINE MPF,FRESENIUS KABI USA,1992-03-30,명문염산부피바카인0.5%주(수출용),명문제약(주),-8502,True
Cyclosporine,cyclosporine,2003-02-14,SANDIMMUNE,NOVARTIS,1993-11-25,사이폴주(사이클로스포린),(주)종근당,-3368,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,1993-11-17,베비잘시럽(이부프로펜),(주)종근당,-2253,True
Calcitriol,calcitriol,2009-01-23,VECTICAL,GALDERMA LABS LP,1993-01-14,본키연질캡슐(칼시트리올),(주)유유제약,-5853,True
Sodium Chloride,chloride,1981-02-23,SODIUM CHLORIDE,BAXTER HLTHCARE,1993-10-13,대한생리식염주사액(염화나트륨),대한약품공업(주),4615,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,1993-10-13,메토폴정(메트포르민염산염),일동제약(주),-9434,True
Tobramycin,tobramycin,2003-03-18,TOBREX,NOVARTIS,1993-02-01,토브라주100밀리그램(토브라마이신),(주)대웅제약,-3697,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1993-12-31,트라몰정160밀리그람(아세트아미노펜),코오롱제약(주),-9555,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1993-12-21,세토펜정(아세트아미노펜),삼아제약(주),-9565,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1993-12-18,세토펜정80밀리그램(아세트아미노펜),삼아제약(주),-9568,True
Ciprofloxacin Hydrochloride,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1993-05-20,싸이프로정(시프로플록사신염산염),동성제약(주),-3039,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1993-05-11,태극아시클로버크림,태극제약(주),-5925,True
Carbamazepine,carbamazepine,2002-02-21,CARBATROL,TAKEDA PHARMS USA,1993-02-03,카마제핀씨알정300밀리그램(카르바마제핀),명인제약(주),-3305,True
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,1993-08-04,그리코민정(메트포르민염산염),일성아이에스(주),-9504,True
Ciprofloxacin,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1993-08-03,사이톱신주(시프로플록사신),에이치케이이노엔(주),-2964,True
Naloxone Hydrochloride,naloxone,2021-04-29,KLOXXADO,HIKMA,1993-05-06,삼진날록손염산염주사5밀리그램,삼진제약(주),-10220,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1993-10-27,대원아시클로버정,대원제약(주),-5756,True
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,1993-02-23,다이미트정(메트포르민염산염),경동제약(주),-9666,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1993-01-26,팜젠아시클로버정(수출명:파시버정),(주)팜젠사이언스,-6030,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,1993-11-15,이부서스펜시럽(이부프로펜),한미약품(주),-2255,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1993-08-27,바코시론크림(아시클로버),(주)씨엠지제약,-5817,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1993-10-08,알파아세트아미노펜정500밀리그람,알파제약(주),-9639,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,1993-05-04,리오루펜정400밀리그람(이부프로펜),알파제약(주),-2450,True
Sodium Chloride,chloride,1981-02-23,SODIUM CHLORIDE,BAXTER HLTHCARE,1993-12-31,엔클비액(염화나트륨),한림제약(주),4694,False
Cyclosporine,cyclosporine,2003-02-14,SANDIMMUNE,NOVARTIS,1993-03-25,산디문주사(사이클로스포린),한국노바티스(주),-3613,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1994-02-08,큐프론정(시프로플록사신염산염수화물),신풍제약(주),-2775,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1994-08-16,메노바정(아시클로버),동광제약(주),-5463,True
Ciprofloxacin,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1994-10-05,씨프러스주(시프로플록사신),(주)대웅제약,-2536,True
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,1994-10-13,다이아벡스정250밀리그램(메트포르민염산염),(주)대웅제약,-9069,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1994-09-26,로프신정250mg(시프로플록사신염산염수화물),(주)바이넥스,-2545,True
Tobramycin,tobramycin,2003-03-18,TOBREX,NOVARTIS,1994-02-28,"오큐라신점안액(토브라마이신)(수출명: OcuRacin 오큐라신, BeeOcuRacin 비오큐라신, Samitot 사미토트)",삼일제약(주),-3305,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1994-03-23,어린이용타스펜정160밀리그램(아세트아미노펜),대우제약(주),-9473,True
Tobramycin,tobramycin,2003-03-18,TOBREX,NOVARTIS,1994-08-26,토라신점안액(토브라마이신),삼천당제약(주),-3126,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1994-06-15,클로바주(아시클로버),명인제약(주),-5525,True
Dexamethasone,dexamethasone,2018-02-09,DEXYCU,EYEPOINT PHARMS,1994-05-21,삼남덱사메타손정,삼남제약(주),-8665,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1994-05-24,삼남아세트아미노펜정,삼남제약(주),-9411,True
Ciprofloxacin,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1994-08-01,"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)",(주)한국파마,-2601,True
Clindamycin Phosphate,clindamycin phosphate,2023-03-06,XACIATO,ORGANON LLC,1994-05-31,훌그램600밀리그램주사(클린다마이신포스페이트),삼진제약(주),-10506,True
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,1994-09-15,하노마이신정주1g(반코마이신염산염)[수출명: Vancin Inj.1g(vancomycin HCL)],삼진제약(주),-9633,True
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,1994-09-15,하노마이신정주250mg(반코마이신염산염)[수출명: Vancin Inj.250mg(vancomycin HCL)],삼진제약(주),-9633,True
Vancomycin Hydrochloride,vancomycin,2021-01-29,VANCOMYCIN HYDROCHLORIDE FOR ORAL SOLUTION,AZURITY,1994-03-31,오스코반코마이신주0.5g(반코마이신염산염),(주)오스코리아제약,-9801,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1994-11-04,조이렉스정400밀리그람(아시클로버)(수출명:HerpexTabs.400mg),한국유나이티드제약(주),-5383,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1994-11-04,"씨록정500밀리그램(시프로플록사신염산염수화물)(수출명:씨프로메디코,Ciraxintab.500mg,KUPCiprofloxacintab.500mg,CipicinTabs.500mg)",한국유나이티드제약(주),-2506,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1994-06-21,세리콘정(아세트아미노펜),오스틴제약(주),-9383,True
Naloxone Hydrochloride,naloxone,2021-04-29,KLOXXADO,HIKMA,1994-04-23,비씨날록손염산염주사2밀리그램,(주)비씨월드제약,-9868,True
Baclofen,baclofen,1999-05-05,LIORESAL (BACLOFEN),AMNEAL,1994-09-16,하원바클로펜정(수출용),(주)하원제약,-1692,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1994-09-22,싸이로칸정250밀리그램(시프로플록사신염산염수화물),(주)하원제약,-2549,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1994-05-21,현대아시클로버크림(아시클로버),현대약품(주),-5550,True
Budesonide,budesonide,2005-04-29,BUDESONIDE,PADAGIS US,1994-10-14,데소나비액(부데소니드),한림제약(주),-3850,True
Tobramycin,tobramycin,2003-03-18,TOBREX,NOVARTIS,1994-03-23,오클점안액(토브라마이신),한림제약(주),-3282,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,1994-09-30,코러스이부프로펜캡슐(수출용),한국코러스(주),-1936,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1994-06-30,코러스아시클로버정,한국코러스(주),-5510,True
Tobramycin,tobramycin,2003-03-18,TOBREX,NOVARTIS,1994-03-18,토바신점안액(토브라마이신)(수출명:유니토바점안액)(군납명: 토브라마이신안용액(0.3% 5ml)),유니메드제약(주),-3287,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,1994-02-02,대동산소의료용산소,(주)대동가스텍,-7111,True
Nitrous Oxide,nitrous oxide,2017-01-09,NITROUS OXIDE,MATHESON TRI-GAS INC,1994-10-27,팩슨의료용아산화질소,(주)팩슨,-8110,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,1994-06-04,한국에스이엠의료용산소,한국에스이엠(주),-6989,True
Cyclosporine,cyclosporine,2003-02-14,SANDIMMUNE,NOVARTIS,1994-12-30,산디문뉴오랄연질캡슐25밀리그램(사이클로스포린),한국노바티스(주),-2968,True
Bupivacaine Hydrochloride Hydrate,bupivacaine,2015-07-10,SENSORCAINE MPF,FRESENIUS KABI USA,1994-04-26,마케인헤비주사20mg(부피바카인염산염수화물),타나베파마코리아주식회사,-7745,True
Budesonide Micronized,budesonide,2005-04-29,BUDESONIDE,PADAGIS US,1994-06-15,풀미코트레스퓰분무용현탁액0.5mg/2ml(부데소니드(미분화)),한국아스트라제네카(주),-3971,True
Dexamethasone,dexamethasone,2018-02-09,DEXYCU,EYEPOINT PHARMS,1994-05-20,맥시덱스점안액(덱사메타손),한국노바티스(주),-8666,True
Atropine Sulfate Hydrate,atropine,1999-01-07,MOTOFEN,LEGACY PHARMA,1995-02-24,알콘아트로핀황산염1%점안제(아트로핀황산염수화물),한국알콘(주),-1413,True
Dexamethasone,dexamethasone,2018-02-09,DEXYCU,EYEPOINT PHARMS,1994-06-29,맥시덱스안연고(덱사메타손),한국노바티스(주),-8626,True
Doxycycline Hyclate,doxycycline hyclate,2017-11-15,DOXYCYCLINE HYCLATE,CHARTWELL RX,1995-04-04,신풍독시사이클린하이클레이트정100밀리그람(수출용),신풍제약(주),-8261,True
Ketorolac Tromethamine,ketorolac tromethamine,2024-05-24,ACUVAIL,ABBVIE,1995-07-12,케토라신정(케토롤락트로메타민),동국제약(주),-10544,True
Pyridostigmine Bromide,pyridostigmine bromide,1995-10-24,PYRIDOSTIGMINE BROMIDE,BAUSCH,1995-03-21,이연피리도스티그민브롬화물주사,이연제약(주),-217,True
Lidocaine Hydrochloride Hydrate,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,1995-03-22,대한리도카인염산염수화물1%주,대한약품공업(주),-7131,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,1995-07-04,"국제아시클로버정(수출명 : 아시박스정, 국제아시박스정, 라네아신정)",국제약품(주),-5141,True
Calcitriol,calcitriol,2009-01-23,VECTICAL,GALDERMA LABS LP,1995-08-22,칼시본연질캡슐(칼시트리올),(주)한국피엠지제약,-4903,True
Ciprofloxacin Hydrochloride,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,1995-09-05,씨프러스정250밀리그램(시프로플록사신염산염),(주)대웅제약,-2201,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,1995-05-13,트라몰정325밀리그람(아세트아미노펜),코오롱제약(주),-9057,True
Metoclopramide Hydrochloride Hydrate,metoclopramide,1982-02-25,REGLAN,ANI PHARMS,1995-04-08,멕쿨주(메토클로프라미드염산염),(주)제일제약,4790,False
