"synonym_name","synonym_concept_code","synonym_vocabulary_id"
"VP-TEC","201","HemOnc"
"Etoposide","201","HemOnc"
"VP 16","201","HemOnc"
"VP16","201","HemOnc"
"VP-16213","201","HemOnc"
"VP16213","201","HemOnc"
"RAD-001","202","HemOnc"
"RAD001","202","HemOnc"
"Everolimus","202","HemOnc"
"RAD 001","202","HemOnc"
"FCE-24304","203","HemOnc"
"Exemestane","203","HemOnc"
"FCE 24304","203","HemOnc"
"FCE24304","203","HemOnc"
"Christmas Factor","204","HemOnc"
"coagulation factor 9","204","HemOnc"
"FIX","204","HemOnc"
"Factor IX human","204","HemOnc"
"recombinant coagulation factor 9","205","HemOnc"
"recombinant Christmas Factor","205","HemOnc"
"recombinant FIX","205","HemOnc"
"Factor IX recombinant","205","HemOnc"
"albutrepenonacog alfa","205","HemOnc"
"Factor IX recombinant Fc fusion protein","206","HemOnc"
"coagulation factor 8","207","HemOnc"
"Factor VIII human","207","HemOnc"
"recombinant coagulation factor 8","208","HemOnc"
"Factor VIII recombinant","208","HemOnc"
"efanesoctocog alfa","208","HemOnc"
"rurioctocog alfa pegol","208","HemOnc"
"susoctocog alfa","208","HemOnc"
"recombinant coagulation factor VIIa","209","HemOnc"
"recombinant factor 7a","209","HemOnc"
"eptacog alfa (activated)","209","HemOnc"
"Factor VIIa recombinant","209","HemOnc"
"FXIII","210","HemOnc"
"coagulation factor 13","210","HemOnc"
"Factor XIII concentrate human","210","HemOnc"
"PRT4445","211","HemOnc"
"andexanet alfa","211","HemOnc"
"Factor Xa recombinant inactivated-zhzo","211","HemOnc"
"PRT-4445","211","HemOnc"
"Andexanet alfa","211","HemOnc"
"PRT 4445","211","HemOnc"
"coagulation factor Xa recombinant inactivated-zhzo","211","HemOnc"
"Famciclovir","212","HemOnc"
"Famotidine","213","HemOnc"
"Ferric carboxymaltose","214","HemOnc"
"sodium ferric gluconate complex in sucrose injection","215","HemOnc"
"Ferric gluconate","215","HemOnc"
"Ferrous sulfate","216","HemOnc"
"Ferumoxytol","217","HemOnc"
"ARRY-520","218","HemOnc"
"Filanesib","218","HemOnc"
"ARRY 520","218","HemOnc"
"ARRY520","218","HemOnc"
"Filgrastim-sndz","219","HemOnc"
"G-CSF","220","HemOnc"
"granulocyte colony stimulating factor","220","HemOnc"
"filgrastim","220","HemOnc"
"GCSF","220","HemOnc"
"Filgrastim","220","HemOnc"
"Finasteride","221","HemOnc"
"fluorodeoxyuridine","222","HemOnc"
"floxuridin","222","HemOnc"
"fluorouridine deoxyribose","222","HemOnc"
"WR-138720","222","HemOnc"
"Floxuridine","222","HemOnc"
"WR 138720","222","HemOnc"
"WR138720","222","HemOnc"
"Fluconazole","223","HemOnc"
"fludarabine phosphate","224","HemOnc"
"FAMP","224","HemOnc"
"Fludarabine","224","HemOnc"
"5 Fluorouracil","225","HemOnc"
"5-FU","225","HemOnc"
"FU","225","HemOnc"
"5 FU","225","HemOnc"
"5-fluorouracilo","225","HemOnc"
"Ro-2-9757","225","HemOnc"
"5-fluoracilo","225","HemOnc"
"5-fluorouracyl","225","HemOnc"
"Fluorouracil","225","HemOnc"
"Fluoxymesterone","226","HemOnc"
"Flutamide","227","HemOnc"
"Folic acid","228","HemOnc"
"folate","228","HemOnc"
"LV","229","HemOnc"
"calcium folinate","229","HemOnc"
"citrovorum factor","229","HemOnc"
"sodium folinate","229","HemOnc"
"folinate calcium","229","HemOnc"
"folinato de calcio","229","HemOnc"
"leucovorin calcium","229","HemOnc"
"Folinic acid","229","HemOnc"
"folinic acid","229","HemOnc"
"Leucovorin","229","HemOnc"
"Fondaparinux","230","HemOnc"
"Formestane","231","HemOnc"
"immucillin H","232","HemOnc"
"BCX-1777","232","HemOnc"
"Forodesine","232","HemOnc"
"BCX 1777","232","HemOnc"
"BCX1777","232","HemOnc"
"fosaprepitant dimeglumine","233","HemOnc"
"Fosaprepitant","233","HemOnc"
"R788","234","HemOnc"
"R935788","234","HemOnc"
"Fostamatinib","234","HemOnc"
"R-788","234","HemOnc"
"R-935788","234","HemOnc"
"R 788","234","HemOnc"
"R 935788","234","HemOnc"
"Fotemustine","235","HemOnc"
"HMPL-013","236","HemOnc"
"Fruquintinib","236","HemOnc"
"HMPL 013","236","HemOnc"
"HMPL013","236","HemOnc"
"ZD9238","237","HemOnc"
"ICI 182780","237","HemOnc"
"Fulvestrant","237","HemOnc"
"ICI-182780","237","HemOnc"
"ZD-9238","237","HemOnc"
"ZD 9238","237","HemOnc"
"ICI182780","237","HemOnc"
"Furosemide","238","HemOnc"
"VN/124-1","239","HemOnc"
"TOK-001","239","HemOnc"
"AR-V7","239","HemOnc"
"Galeterone","239","HemOnc"
"TOK 001","239","HemOnc"
"TOK001","239","HemOnc"
"STA-9090","240","HemOnc"
"Ganetespib","240","HemOnc"
"STA 9090","240","HemOnc"
"STA9090","240","HemOnc"
"AMG 479","241","HemOnc"
"Ganitumab","241","HemOnc"
"AMG-479","241","HemOnc"
"AMG479","241","HemOnc"
"ZD1839","242","HemOnc"
"Gefitinib","242","HemOnc"
"ZD-1839","242","HemOnc"
"ZD 1839","242","HemOnc"
"gemcitabine hydrochloride","243","HemOnc"
"difluorodeoxycytidine hydrochloride","243","HemOnc"
"LY-188011","243","HemOnc"
"Gemcitabine","243","HemOnc"
"LY 188011","243","HemOnc"
"LY188011","243","HemOnc"
"Gemtuzumab ozogamicin","244","HemOnc"
"ASP2215","245","HemOnc"
"Gilteritinib","245","HemOnc"
"ASP-2215","245","HemOnc"
"ASP 2215","245","HemOnc"
"PF-04449913","246","HemOnc"
"Glasdegib","246","HemOnc"
"PF 04449913","246","HemOnc"
"PF04449913","246","HemOnc"
"carboxypeptidase G2","247","HemOnc"
"Glucarpidase","247","HemOnc"
"goserelin acetate","248","HemOnc"
"Goserelin","248","HemOnc"
"granisetron extended-release injection for subcutaneous use","249","HemOnc"
"granisetron transdermal system","249","HemOnc"
"granisetronum","249","HemOnc"
"granisetron hydroxychloride extended release","249","HemOnc"
"granisetron hydrochloride","249","HemOnc"
"Granisetron","249","HemOnc"
"S110","252","HemOnc"
"SGI-110","252","HemOnc"
"Guadecitabine","252","HemOnc"
"SGI 110","252","HemOnc"
"SGI110","252","HemOnc"
"Haloperidol","253","HemOnc"
"Hematopoetic progenitor cells cord blood","254","HemOnc"
"SKI 2053R","255","HemOnc"
"Heptaplatin","255","HemOnc"
"SKI-2053R","255","HemOnc"
"SKI2053R","255","HemOnc"
"histrelin acetate","256","HemOnc"
"Histrelin","256","HemOnc"
"Hu5F9-G4","257","HemOnc"
"ONO-7913","257","HemOnc"
"ONO 7913","257","HemOnc"
"ONO7913","257","HemOnc"
"Magrolimab","257","HemOnc"
"hydrocortisone sodium succinate","258","HemOnc"
"hydrocortisone sodium phosphate","258","HemOnc"
"Hydrocortisone","258","HemOnc"
"hydroxycarbam","259","HemOnc"
"hidroxiurea","259","HemOnc"
"hydroxycarbamide","259","HemOnc"
"hydroxycarbamid","259","HemOnc"
"dhnp","259","HemOnc"
"Hydroxyurea","259","HemOnc"
"IPH 2101","260","HemOnc"
"1-7F9","260","HemOnc"
"IPH-2101","260","HemOnc"
"IPH2101","260","HemOnc"
"ibandronic acid","261","HemOnc"
"ibandronate sodium","261","HemOnc"
"Ibandronate","261","HemOnc"
"Ibritumomab tiuxetan","262","HemOnc"
"CRA-032765","263","HemOnc"
"PCI-32765","263","HemOnc"
"Ibrutinib","263","HemOnc"
"CRA 032765","263","HemOnc"
"PCI 32765","263","HemOnc"
"CRA032765","263","HemOnc"
"PCI32765","263","HemOnc"
"BPI-2009H","264","HemOnc"
"Icotinib","264","HemOnc"
"BPI 2009H","264","HemOnc"
"BPI2009H","264","HemOnc"
"idarubicin comp","265","HemOnc"
"idarubicin hydrochloride","265","HemOnc"
"Idarubicin","265","HemOnc"
"BI 655075","266","HemOnc"
"Idarucizumab","266","HemOnc"
"BI-655075","266","HemOnc"
"BI655075","266","HemOnc"
"GS 1101","267","HemOnc"
"GS-1101","267","HemOnc"
"CAL-101","267","HemOnc"
"Idelalisib","267","HemOnc"
"CAL 101","267","HemOnc"
"GS1101","267","HemOnc"
"CAL101","267","HemOnc"
"Ifosfamide","268","HemOnc"
"CGP57148B","269","HemOnc"
"CGP 57148","269","HemOnc"
"imatinib mesilate","269","HemOnc"
"STI-571","269","HemOnc"
"imatinib mesylate","269","HemOnc"
"Imatinib","269","HemOnc"
"STI 571","269","HemOnc"
"STI571","269","HemOnc"
"CGP-57148B","269","HemOnc"
"CGP-57148","269","HemOnc"
"CGP 57148B","269","HemOnc"
"CGP57148","269","HemOnc"
"GRN163L","270","HemOnc"
"Imetelstat","270","HemOnc"
"GRN-163L","270","HemOnc"
"GRN 163L","270","HemOnc"
"Indomethacin","271","HemOnc"
"BGJ398","272","HemOnc"
"Infigratinib","272","HemOnc"
"BGJ-398","272","HemOnc"
"BGJ 398","272","HemOnc"
"CMC-544","273","HemOnc"
"Inotuzumab ozogamicin","273","HemOnc"
"CMC 544","273","HemOnc"
"CMC544","273","HemOnc"
"Interferon alfa-2a","274","HemOnc"
"Interferon alfa-2b","275","HemOnc"
"Interferon gamma-1b","276","HemOnc"
"Iodine-131","277","HemOnc"
"RG-7440","278","HemOnc"
"GDC-0068","278","HemOnc"
"Ipatasertib","278","HemOnc"
"RG 7440","278","HemOnc"
"GDC 0068","278","HemOnc"
"RG7440","278","HemOnc"
"GDC0068","278","HemOnc"
"MDX-010","279","HemOnc"
"BMS-734016","279","HemOnc"
"Ipilimumab","279","HemOnc"
"MDX 010","279","HemOnc"
"BMS 734016","279","HemOnc"
"MDX010","279","HemOnc"
"BMS734016","279","HemOnc"
"Camptothecin-11","280","HemOnc"
"U-101440E","280","HemOnc"
"CPT-11","280","HemOnc"
"Irinotecan","280","HemOnc"
"irinotecan hydrochloride trihydrote","280","HemOnc"
"U 101440E","280","HemOnc"
"CPT 11","280","HemOnc"
"U101440E","280","HemOnc"
"CPT11","280","HemOnc"
"MM-398","281","HemOnc"
"MM398","281","HemOnc"
"PEP02","281","HemOnc"
"PEP-02","281","HemOnc"
"Irinotecan liposome","281","HemOnc"
"MM 398","281","HemOnc"
"PEP 02","281","HemOnc"
"Iron dextran","282","HemOnc"
"Iron sucrose","283","HemOnc"
"isatuximab-irfc","284","HemOnc"
"SAR-650984","284","HemOnc"
"Isatuximab","284","HemOnc"
"SAR 650984","284","HemOnc"
"SAR650984","284","HemOnc"
"isotretinoinum","285","HemOnc"
"neovitamin A","285","HemOnc"
"13-cis-vitamin A acid","285","HemOnc"
"13-cis-retinoic acid","285","HemOnc"
"13-CRA","285","HemOnc"
"Ro 4-3780","285","HemOnc"
"cis-retinoic acid","285","HemOnc"
"Isotretinoin","285","HemOnc"
"Itraconazole","286","HemOnc"
"AG-120","287","HemOnc"
"Ivosidenib","287","HemOnc"
"AG 120","287","HemOnc"
"AG120","287","HemOnc"
"epothilone B lactam","288","HemOnc"
"azaepothilone B","288","HemOnc"
"BMS-247550","288","HemOnc"
"Ixabepilone","288","HemOnc"
"BMS 247550","288","HemOnc"
"BMS247550","288","HemOnc"
"MLN2238","289","HemOnc"
"MLN9708","289","HemOnc"
"Ixazomib","289","HemOnc"
"MLN-9708","289","HemOnc"
"MLN-2238","289","HemOnc"
"MLN 9708","289","HemOnc"
"MLN 2238","289","HemOnc"
"Ketoconazole","290","HemOnc"
"L-glutamine","291","HemOnc"
"Lactulose","292","HemOnc"
"Lamivudine","293","HemOnc"
"lanreotide acetate","294","HemOnc"
"Lanreotide","294","HemOnc"
"Lansoprazole","295","HemOnc"
"GW572016","296","HemOnc"
"Lapatinib","296","HemOnc"
"GW-572016","296","HemOnc"
"GW 572016","296","HemOnc"
"DN24-02","297","HemOnc"
"Lapuleucel-T","297","HemOnc"
"DN24 02","297","HemOnc"
"DN2402","297","HemOnc"
"LOXO-101","298","HemOnc"
"Larotrectinib","298","HemOnc"
"LOXO 101","298","HemOnc"
"LOXO101","298","HemOnc"
"NSC-703813","299","HemOnc"
"IMiD-1","299","HemOnc"
"CC-5013","299","HemOnc"
"Lenalidomide","299","HemOnc"
"NSC 703813","299","HemOnc"
"CC 5013","299","HemOnc"
"NSC703813","299","HemOnc"
"CC5013","299","HemOnc"
"Lenograstim","300","HemOnc"
"E7080","301","HemOnc"
"Lenvatinib","301","HemOnc"
"E-7080","301","HemOnc"
"E 7080","301","HemOnc"
"Lepirudin","302","HemOnc"
"CEP-701","303","HemOnc"
"Lestaurtinib","303","HemOnc"
"CEP 701","303","HemOnc"
"CEP701","303","HemOnc"
"CGS 20267","304","HemOnc"
"Letrozole","304","HemOnc"
"CGS-20267","304","HemOnc"
"CGS20267","304","HemOnc"
"leuprolide acetate","305","HemOnc"
"leuprorelin acetate","305","HemOnc"
"leuprorelin","305","HemOnc"
"A-43818","305","HemOnc"
"TAP-144","305","HemOnc"
"Leuprolide","305","HemOnc"
"A 43818","305","HemOnc"
"TAP 144","305","HemOnc"
"A43818","305","HemOnc"
"TAP144","305","HemOnc"
"Levamisole","306","HemOnc"
"Levofloxacin","307","HemOnc"
"levoleucovorin calcium","308","HemOnc"
"Levoleucovorin","308","HemOnc"
"XM22","309","HemOnc"
"Lipefilgrastim","309","HemOnc"
"D-19466","310","HemOnc"
"Lobaplatin","310","HemOnc"
"D 19466","310","HemOnc"
"D19466","310","HemOnc"
"CCNU","311","HemOnc"
"Lomustine","311","HemOnc"
"Loperamide","312","HemOnc"
"Lorazepam","313","HemOnc"
"PF-06463922","314","HemOnc"
"Lorlatinib","314","HemOnc"
"PF 06463922","314","HemOnc"
"PF06463922","314","HemOnc"
"Lusutrombopag","315","HemOnc"
"Lutetium Lu 177 dotatate","316","HemOnc"
"lutetium (177Lu) oxodotreotide","316","HemOnc"
"MOR202","317","HemOnc"
"MOR00208","318","HemOnc"
"XmAb5574","318","HemOnc"
"MOR208","318","HemOnc"
"tafasitamab-cxix","318","HemOnc"
"Tafasitamab","318","HemOnc"
"MOR-00208","318","HemOnc"
"MOR-208","318","HemOnc"
"XmAb-5574","318","HemOnc"
"MOR 00208","318","HemOnc"
"MOR 208","318","HemOnc"
"Mannitol","319","HemOnc"
"HGS-ETR1","320","HemOnc"
"Mapatumumab","320","HemOnc"
"AB1010","321","HemOnc"
"Masitinib","321","HemOnc"
"AB-1010","321","HemOnc"
"AB 1010","321","HemOnc"
"nitrogen mustard","322","HemOnc"
"Mechlorethamine","322","HemOnc"
"chlormethine","322","HemOnc"
"MPA","323","HemOnc"
"medroxyprogesterone acetate","323","HemOnc"
"Medroxyprogesterone","323","HemOnc"
"Medroxyprogesterone acetate","323","HemOnc"
"megestrol acetate","324","HemOnc"
"SC10363","324","HemOnc"
"Megestrol","324","HemOnc"
"SC-10363","324","HemOnc"
"SC 10363","324","HemOnc"
"phenylalanine mustard","325","HemOnc"
"MPL","325","HemOnc"
"L-Sacrolysin","325","HemOnc"
"L-Sarcolysin","325","HemOnc"
"L-PAM","325","HemOnc"
"Melphalan","325","HemOnc"
"Mepolizumab","326","HemOnc"
"6-MP","327","HemOnc"
"6-Mercaptopurine","327","HemOnc"
"Mercaptopurine","327","HemOnc"
"Mesna","328","HemOnc"
"amethopterin","329","HemOnc"
"MTX","329","HemOnc"
"Methotrexate","329","HemOnc"
"methoxypsoralen","330","HemOnc"
"8-MOP","330","HemOnc"
"Methoxsalen","330","HemOnc"
"methylprednisolone acetate","331","HemOnc"
"methylprednisolone sodium succinate","331","HemOnc"
"Methylprednisolone","331","HemOnc"
"Metoclopramide","332","HemOnc"
"PKC412","333","HemOnc"
"Midostaurin","333","HemOnc"
"PKC-412","333","HemOnc"
"PKC 412","333","HemOnc"
"mitomycin-C","334","HemOnc"
"MTC","334","HemOnc"
"Mitomycin","334","HemOnc"
"o,p′-DDD","335","HemOnc"
"Mitotane","335","HemOnc"
"o,p'-DDD","335","HemOnc"
"mitozantrone","336","HemOnc"
"Mitoxantrone","336","HemOnc"
"MGCD0103","337","HemOnc"
"Mocetinostat","337","HemOnc"
"MGCD-0103","337","HemOnc"
"MGCD 0103","337","HemOnc"
"KW-0761","338","HemOnc"
"mogamulizumab-kpkc","338","HemOnc"
"Mogamulizumab","338","HemOnc"
"KW 0761","338","HemOnc"
"KW0761","338","HemOnc"
"CYT387","339","HemOnc"
"GS-0387","339","HemOnc"
"Momelotinib","339","HemOnc"
"CYT-387","339","HemOnc"
"GS 0387","339","HemOnc"
"CYT 387","339","HemOnc"
"GS0387","339","HemOnc"
"Montelukast","340","HemOnc"
"AMG 706","341","HemOnc"
"Motesanib","341","HemOnc"
"AMG-706","341","HemOnc"
"AMG706","341","HemOnc"
"CAT-8015","342","HemOnc"
"HA22","342","HemOnc"
"moxetumomab pasudotox-tdfk","342","HemOnc"
"Moxetumomab pasudotox","342","HemOnc"
"CAT 8015","342","HemOnc"
"CAT8015","342","HemOnc"
"Mycophenolate mofetil","343","HemOnc"
"NEOD001","344","HemOnc"
"NEOD-001","344","HemOnc"
"NEOD 001","344","HemOnc"
"Birtamimab","344","HemOnc"
"Nabilone","345","HemOnc"
"Nadroparin","346","HemOnc"
"IMC-11F8","347","HemOnc"
"Necitumumab","347","HemOnc"
"IMC 11F8","347","HemOnc"
"IMC11F8","347","HemOnc"
"254-S","348","HemOnc"
"nedaplat","348","HemOnc"
"Nedaplatin","348","HemOnc"
"506U78","349","HemOnc"
"Nelarabine","349","HemOnc"
"HKI-272","350","HemOnc"
"Neratinib","350","HemOnc"
"HKI 272","350","HemOnc"
"HKI272","350","HemOnc"
"NEPA","351","HemOnc"
"Netupitant and palonosetron","351","HemOnc"
"AMN107","352","HemOnc"
"Nilotinib","352","HemOnc"
"AMN-107","352","HemOnc"
"AMN 107","352","HemOnc"
"Nilutamide","353","HemOnc"
"ACNU","354","HemOnc"
"pimustine","354","HemOnc"
"Nimustine","354","HemOnc"
"BIBF 1120","355","HemOnc"
"Nintedanib","355","HemOnc"
"BIBF-1120","355","HemOnc"
"BIBF1120","355","HemOnc"
"MK4827","356","HemOnc"
"Niraparib","356","HemOnc"
"MK-4827","356","HemOnc"
"MK 4827","356","HemOnc"
"MDX-1106","357","HemOnc"
"ONO-4538","357","HemOnc"
"BMS-936558","357","HemOnc"
"Nivolumab","357","HemOnc"
"MDX 1106","357","HemOnc"
"ONO 4538","357","HemOnc"
"BMS 936558","357","HemOnc"
"MDX1106","357","HemOnc"
"ONO4538","357","HemOnc"
"BMS936558","357","HemOnc"
"Nolatrexed","358","HemOnc"
"liposome-encapsulated doxorubicin citrate","359","HemOnc"
"NPLD","359","HemOnc"
"Non-pegylated liposomal doxorubicin","359","HemOnc"
"Norethandrolone","360","HemOnc"
"R7159","361","HemOnc"
"RO5072759","361","HemOnc"
"afutuzumab","361","HemOnc"
"GA101","361","HemOnc"
"Obinutuzumab","361","HemOnc"
"GA-101","361","HemOnc"
"R-7159","361","HemOnc"
"RO-5072759","361","HemOnc"
"GA 101","361","HemOnc"
"R 7159","361","HemOnc"
"RO 5072759","361","HemOnc"
"octreotide IR","362","HemOnc"
"octreotide immediate release","362","HemOnc"
"octreotide acetate","362","HemOnc"
"SMS 201-995","362","HemOnc"
"Octreotide","362","HemOnc"
"SMS-201-995","362","HemOnc"
"SMS 201 995","362","HemOnc"
"SMS 201995","362","HemOnc"
"SMS201995","362","HemOnc"
"octreotide long-acting release","363","HemOnc"
"octreotide acetate for injectable suspension","363","HemOnc"
"Octreotide LAR","363","HemOnc"
"HuMax-CD20","364","HemOnc"
"Ofatumumab","364","HemOnc"
"Olanzapine","365","HemOnc"
"AZD-2281","366","HemOnc"
"AZD2281","366","HemOnc"
"KU-0059436","366","HemOnc"
"Olaparib","366","HemOnc"
"AZD 2281","366","HemOnc"
"KU 0059436","366","HemOnc"
"KU0059436","366","HemOnc"
"LY3012207","367","HemOnc"
"IMC-3G3","367","HemOnc"
"Olaratumab","367","HemOnc"
"LY-3012207","367","HemOnc"
"LY 3012207","367","HemOnc"
"HHT","368","HemOnc"
"omacetaxine mepesuccinate","368","HemOnc"
"homoharringtonine","368","HemOnc"
"Omacetaxine","368","HemOnc"
"Omeprazole","369","HemOnc"
"RO5490258","370","HemOnc"
"MetMAb","370","HemOnc"
"Onartuzumab","370","HemOnc"
"SN-307","371","HemOnc"
"Ondansetron","371","HemOnc"
"SN 307","371","HemOnc"
"SN307","371","HemOnc"
"Oprelvekin","372","HemOnc"
"ONX 0912","373","HemOnc"
"Oprozomib","373","HemOnc"
"ONX-0912","373","HemOnc"
"ONX0912","373","HemOnc"
"TAK-700","374","HemOnc"
"Orteronel","374","HemOnc"
"TAK 700","374","HemOnc"
"TAK700","374","HemOnc"
"AZD9291","375","HemOnc"
"Osimertinib","375","HemOnc"
"AZD-9291","375","HemOnc"
"AZD 9291","375","HemOnc"
"TRU-016","376","HemOnc"
"Otlertuzumab","376","HemOnc"
"TRU 016","376","HemOnc"
"TRU016","376","HemOnc"
"SR-96669","377","HemOnc"
"JM-83","377","HemOnc"
"RP-54780","377","HemOnc"
"Oxaliplatin","377","HemOnc"
"SR 96669","377","HemOnc"
"JM 83","377","HemOnc"
"RP 54780","377","HemOnc"
"SR96669","377","HemOnc"
"JM83","377","HemOnc"
"RP54780","377","HemOnc"
"paclitaxel protein-bound particles for injectable suspension (albumin-bound)","378","HemOnc"
"albumin-bound paclitaxel","378","HemOnc"
"ab-paclitaxel","378","HemOnc"
"nab-paclitaxel","378","HemOnc"
"ab-pac","378","HemOnc"
"ABI-007","378","HemOnc"
"paclitaxel protein-bound","378","HemOnc"
"Paclitaxel nanoparticle albumin-bound","378","HemOnc"
"ABI 007","378","HemOnc"
"ABI007","378","HemOnc"
"Paclitaxel","379","HemOnc"
"SB1518","380","HemOnc"
"Pacritinib","380","HemOnc"
"SB-1518","380","HemOnc"
"SB 1518","380","HemOnc"
"PD-0332991","381","HemOnc"
"Palbociclib","381","HemOnc"
"PD 0332991","381","HemOnc"
"PD0332991","381","HemOnc"
"palonosetron HCL","382","HemOnc"
"Palonosetron","382","HemOnc"
"pamidronate disodium omega","383","HemOnc"
"Pamidronate","383","HemOnc"
"ABX-EGF","384","HemOnc"
"clone E7.6.3","384","HemOnc"
"Panitumumab","384","HemOnc"
"LBH589","385","HemOnc"
"panobinostat lactate anhydrous","385","HemOnc"
"Panobinostat","385","HemOnc"
"LBH-589","385","HemOnc"
"LBH 589","385","HemOnc"
"Pantoprazole","386","HemOnc"
"GW786034B","387","HemOnc"
"Pazopanib","387","HemOnc"
"pazopanib hydrochloride","387","HemOnc"
"GW-786034B","387","HemOnc"
"GW 786034B","387","HemOnc"
"pegasparaginase","388","HemOnc"
"peg-asparginase","388","HemOnc"
"PEG-L-asparaginase","388","HemOnc"
"Pegaspargase","388","HemOnc"
"Pegfilgrastim-jmdb","389","HemOnc"
"pegylated G-CSF","390","HemOnc"
"pegylated granulocyte colony stimulating factor","390","HemOnc"
"pegylated GCSF","390","HemOnc"
"Pegfilgrastim","390","HemOnc"
"Peginterferon alfa-2a","391","HemOnc"
"SCH 54031","392","HemOnc"
"PEG-IFN alfa-2b","392","HemOnc"
"pegylated interferon alfa-2b","392","HemOnc"
"polyethylene glycol IFN-A2b","392","HemOnc"
"polyethylene glycol interferon alfa-2b","392","HemOnc"
"Peginterferon alfa-2b","392","HemOnc"
"SCH-54031","392","HemOnc"
"SCH54031","392","HemOnc"
"PLD","393","HemOnc"
"doxorubicin HCl liposome injection","393","HemOnc"
"Pegylated liposomal doxorubicin","393","HemOnc"
"SCH 900475","394","HemOnc"
"lambrolizumab","394","HemOnc"
"MK-3475","394","HemOnc"
"Pembrolizumab","394","HemOnc"
"MK 3475","394","HemOnc"
"MK3475","394","HemOnc"
"SCH-900475","394","HemOnc"
"SCH900475","394","HemOnc"
"pemetrexed disodium","395","HemOnc"
"Pemetrexed","395","HemOnc"
"pentamidine dimesilate","396","HemOnc"
"Pentamidine","396","HemOnc"
"dCF","397","HemOnc"
"2'-deoxycoformycin","397","HemOnc"
"Pentostatin","397","HemOnc"
"PRM-151","398","HemOnc"
"Pentraxin 2","398","HemOnc"
"PRM 151","398","HemOnc"
"PRM151","398","HemOnc"
"Zinpentraxin alfa","398","HemOnc"
"KRX-0401","399","HemOnc"
"Perifosine","399","HemOnc"
"KRX 0401","399","HemOnc"
"KRX0401","399","HemOnc"
"Rhumab 2C4","400","HemOnc"
"2C4","400","HemOnc"
"Pertuzumab","400","HemOnc"
"Phenytoin","401","HemOnc"
"vitamin K","402","HemOnc"
"Phytonadione","402","HemOnc"
"GDC-0941","403","HemOnc"
"Pictilisib","403","HemOnc"
"GDC 0941","403","HemOnc"
"GDC0941","403","HemOnc"
"CT-011","404","HemOnc"
"MDV9300","404","HemOnc"
"Pidilizumab","404","HemOnc"
"CT 011","404","HemOnc"
"CT011","404","HemOnc"
"THP-doxorubicin","405","HemOnc"
"1609-RB","405","HemOnc"
"theprubicin","405","HemOnc"
"Pirarubicin","405","HemOnc"
"pixantrone dimaleate","406","HemOnc"
"BBR 2778","406","HemOnc"
"Pixantrone","406","HemOnc"
"BBR-2778","406","HemOnc"
"BBR2778","406","HemOnc"
"AMD3100","407","HemOnc"
"Plerixafor","407","HemOnc"
"AMD-3100","407","HemOnc"
"AMD 3100","407","HemOnc"
"mithramycin","408","HemOnc"
"Plicamycin","408","HemOnc"
"NPI-2358","409","HemOnc"
"Plinabulin","409","HemOnc"
"NPI 2358","409","HemOnc"
"NPI2358","409","HemOnc"
"CC-4047","410","HemOnc"
"CC4047","410","HemOnc"
"3-amino-thalidomide","410","HemOnc"
"Pomalidomide","410","HemOnc"
"CC 4047","410","HemOnc"
"ponatinib hydrochloride","411","HemOnc"
"AP24534","411","HemOnc"
"Ponatinib","411","HemOnc"
"AP-24534","411","HemOnc"
"AP 24534","411","HemOnc"
"Porfimer","412","HemOnc"
"SB939","413","HemOnc"
"Pracinostat","413","HemOnc"
"SB-939","413","HemOnc"
"SB 939","413","HemOnc"
"Pralatrexate","414","HemOnc"
"Prasugrel","415","HemOnc"
"Pravastatin","416","HemOnc"
"delta(1)hydrocortisone","417","HemOnc"
"deltahydrocortisone","417","HemOnc"
"prednisolone acetate","417","HemOnc"
"delta1-dehydro-hydrocortisone","417","HemOnc"
"metacortandralone","417","HemOnc"
"prednisolone tebutate","417","HemOnc"
"Prednisolone","417","HemOnc"
"pred","418","HemOnc"
"Prednisone","418","HemOnc"
"NCI-C01810","419","HemOnc"
"Ro 4-6467/1","419","HemOnc"
"P-Carbazine","419","HemOnc"
"ibenzmethyzine hydrochloride","419","HemOnc"
"ibenzmethyzin hydrochloride","419","HemOnc"
"procarbazine hydrochloride","419","HemOnc"
"Procarbazine","419","HemOnc"
"NCI C01810","419","HemOnc"
"NCIC01810","419","HemOnc"
"Prochlorperazine","420","HemOnc"
